Porcentagem,R^2 BDTR,R^2 RFR,R^2 HGBR,MAE BDTR,MAE RFR,MAE HGBR,MSE BDTR,MSE RFR,MSE HGBR
0.1,0.9999886573302683,0.7512412736622164,0.965632717990299,0.005171491517085561,0.7181050086193047,0.26628688905429737,3.829154635394438e-05,0.8397808034499605,0.11601998500068054
0.2,0.9994643571317986,0.7750098381597936,0.9023987577740009,0.028348251763710714,0.5902240214925467,0.3896469074116728,0.0014609253381268495,0.6136436192369898,0.26619999306514247
0.3,0.9933989101175317,0.7937257046643567,0.8566407624021157,0.05926228361027548,0.5289141068619091,0.43650206024157356,0.016845900056586014,0.5264094604583094,0.3658510082064342
0.4,0.9975094219555849,0.7927813063571031,0.8354356063282,0.05876347815277809,0.5418748378630281,0.5144026758663155,0.006873730621843153,0.5719015644201696,0.454180231205145
0.5,0.9881540937556555,0.793113080559021,0.7820490401445879,0.12625130708875015,0.5838381160913431,0.6337899114829172,0.035024074233840324,0.611690036629392,0.6444024154721947
0.6,0.9833661506205701,0.8040627377917584,0.7484713115886519,0.1448154594663958,0.577820406639098,0.6905992522481652,0.05037075927503261,0.5933388263035073,0.7616812396053393
0.7,0.9762975473968791,0.8067102172939253,0.7433074286614275,0.1774552305757591,0.5726728917163761,0.6966331205926218,0.07178926982600536,0.5854302336404322,0.7774626775850837
0.8,0.9691851199857631,0.8140135081638299,0.7407374901925192,0.18858655385607836,0.5497710840563003,0.6929198046964437,0.09092647231293828,0.5487964124055928,0.7650143504988928
0.9,0.9575022205290368,0.8050948851338876,0.682924080539328,0.23103833643571234,0.5567553691449431,0.7531032634004567,0.12281603105724664,0.5632640796436913,0.9163303696512937
